RuleKey,AntecedentKey,ConsequentKey,AntecedentItems,ConsequentItems,AntecedentLength,ConsequentLength,AntecedentSupport,ConsequentSupport,Support,Confidence,ReverseConfidence,Lift,Leverage,Conviction,Kulczynski,Cosine,AllConfidence,MaxConfidence,ImbalanceRatio,ConfidenceGapVsConsequentBaseRate,ExpectedSupportUnderIndependence,ChiSquare,NonPositiveDependence,WeakPositiveDependence,DirectionalConfidenceImbalance,MisleadingCandidate,DiagnosticFlags
"[""21987""] -> [""21988""]","[""21987""]","[""21988""]",21987 — PACK OF 6 SKULL PAPER CUPS,21988 — PACK OF 6 SKULL PAPER PLATES,1,1,0.009742888956372103,0.010527381313898168,0.007895535985423625,0.8103896103896102,0.7499999999999999,76.97922077922075,0.007792968878280929,5.218451482111628,0.7801948051948051,0.7796102922564631,0.7499999999999999,0.8103896103896102,0.06339468302658487,0.799862229075712,0.0001025671071426965,23879.157688979583,False,False,False,False,
"[""21988""] -> [""21987""]","[""21988""]","[""21987""]",21988 — PACK OF 6 SKULL PAPER PLATES,21987 — PACK OF 6 SKULL PAPER CUPS,1,1,0.010527381313898168,0.009742888956372103,0.007895535985423625,0.7499999999999999,0.8103896103896102,76.97922077922077,0.007792968878280929,3.96102844417451,0.7801948051948051,0.7796102922564631,0.7499999999999999,0.8103896103896102,0.06339468302658487,0.7402571110436278,0.0001025671071426965,23879.15768897958,False,False,False,False,
"[""23170""] -> [""23171""]","[""23170""]","[""23171""]",23170 — REGENCY TEA PLATE ROSES,23171 — REGENCY TEA PLATE GREEN,1,1,0.01126126126126126,0.009641664136046158,0.008072679420994027,0.7168539325842697,0.837270341207349,74.3496062992126,0.007964102122164678,3.4976941226941225,0.7770621368958093,0.7747261043302087,0.7168539325842697,0.837270341207349,0.12623274161735698,0.7072122684482235,0.00010857729882934862,23574.021356150097,False,False,False,False,
"[""23171""] -> [""23170""]","[""23171""]","[""23170""]",23171 — REGENCY TEA PLATE GREEN,23170 — REGENCY TEA PLATE ROSES,1,1,0.009641664136046158,0.01126126126126126,0.008072679420994027,0.837270341207349,0.7168539325842697,74.3496062992126,0.007964102122164678,6.075959023539665,0.7770621368958093,0.7747261043302087,0.7168539325842697,0.837270341207349,0.12623274161735698,0.8260090799460877,0.00010857729882934862,23574.021356150097,False,False,False,False,
"[""22745""] -> [""22748""]","[""22745""]","[""22748""]",22745 — POPPY'S PLAYHOUSE BEDROOM,22748 — POPPY'S PLAYHOUSE KITCHEN,1,1,0.017790262172284643,0.018777204170462598,0.01409555623038769,0.7923186344238976,0.7506738544474393,42.19577244999291,0.013761504845332643,4.724654968960033,0.7714962444356684,0.7712151990550489,0.7506738544474393,0.7923186344238976,0.043918918918919005,0.773541430253435,0.0003340513850550462,23244.472237221686,False,False,False,False,
"[""22748""] -> [""22745""]","[""22748""]","[""22745""]",22748 — POPPY'S PLAYHOUSE KITCHEN,22745 — POPPY'S PLAYHOUSE BEDROOM,1,1,0.018777204170462598,0.017790262172284643,0.01409555623038769,0.7506738544474393,0.7923186344238976,42.19577244999291,0.013761504845332643,3.939457434963052,0.7714962444356684,0.7712151990550489,0.7506738544474393,0.7923186344238976,0.043918918918919005,0.7328835922751546,0.0003340513850550462,23244.472237221686,False,False,False,False,
"[""22746""] -> [""22747""]","[""22746""]","[""22747""]",22746 — POPPY'S PLAYHOUSE LIVINGROOM,22747 — POPPY'S PLAYHOUSE BATHROOM,1,1,0.014272699665958092,0.010173094442757364,0.008907784188683066,0.6241134751773051,0.8756218905472637,61.34942309727957,0.008762586667028163,2.633313088369269,0.7498676828622843,0.7392478752426513,0.6241134751773051,0.8756218905472637,0.263843648208469,0.6139403807345477,0.00014519752165490315,21417.18492643592,False,False,False,False,
"[""22747""] -> [""22746""]","[""22747""]","[""22746""]",22747 — POPPY'S PLAYHOUSE BATHROOM,22746 — POPPY'S PLAYHOUSE LIVINGROOM,1,1,0.010173094442757364,0.014272699665958092,0.008907784188683066,0.8756218905472637,0.6241134751773051,61.34942309727956,0.008762586667028163,7.9252474946856974,0.7498676828622843,0.7392478752426513,0.6241134751773051,0.8756218905472637,0.263843648208469,0.8613491908813056,0.00014519752165490315,21417.18492643592,False,False,False,False,
"[""22697""] -> [""22699""]","[""22697""]","[""22699""]",22697 — GREEN REGENCY TEACUP AND SAUCER,22699 — ROSES REGENCY TEACUP AND SAUCER,1,1,0.03423929547525053,0.036036036036036036,0.026166616054256502,0.7642276422764228,0.7261235955056179,21.207317073170735,0.02493276756866189,4.088536812674745,0.7451756188910204,0.7449320260228696,0.7261235955056179,0.7642276422764228,0.0407343660355709,0.7281916062403868,0.0012338484855946136,21385.617347507156,False,False,False,False,
"[""22699""] -> [""22697""]","[""22699""]","[""22697""]",22699 — ROSES REGENCY TEACUP AND SAUCER,22697 — GREEN REGENCY TEACUP AND SAUCER,1,1,0.036036036036036036,0.03423929547525053,0.026166616054256502,0.7261235955056179,0.7642276422764228,21.20731707317073,0.02493276756866189,3.526264726264725,0.7451756188910204,0.7449320260228696,0.7261235955056179,0.7642276422764228,0.0407343660355709,0.6918843000303674,0.0012338484855946136,21385.617347507152,False,False,False,False,
"[""22746""] -> [""22748""]","[""22746""]","[""22748""]",22746 — POPPY'S PLAYHOUSE LIVINGROOM,22748 — POPPY'S PLAYHOUSE KITCHEN,1,1,0.014272699665958092,0.018777204170462598,0.011995141208624355,0.8404255319148937,0.6388140161725068,44.75775649480989,0.011727139812932967,6.148996187198437,0.7396197740437003,0.7327179602933644,0.6388140161725068,0.8404255319148937,0.21394230769230776,0.8216483277444311,0.0002680013956913884,20965.040845350206,False,False,False,False,
"[""22748""] -> [""22746""]","[""22748""]","[""22746""]",22748 — POPPY'S PLAYHOUSE KITCHEN,22746 — POPPY'S PLAYHOUSE LIVINGROOM,1,1,0.018777204170462598,0.014272699665958092,0.011995141208624355,0.6388140161725068,0.8404255319148937,44.75775649480989,0.011727139812932967,2.72914051062634,0.7396197740437003,0.7327179602933644,0.6388140161725068,0.8404255319148937,0.21394230769230776,0.6245413165065486,0.0002680013956913884,20965.040845350206,False,False,False,False,
"[""22697""] -> [""22698""]","[""22697""]","[""22698""]",22697 — GREEN REGENCY TEACUP AND SAUCER,22698 — PINK REGENCY TEACUP AND SAUCER,1,1,0.03423929547525053,0.026141309849175016,0.021864561190403888,0.6385809312638582,0.8363988383349469,24.428038799441065,0.020969501158367907,2.69454152919032,0.7374898847994025,0.7308271677297852,0.6385809312638582,0.8363988383349469,0.21024967148488832,0.6124396214146831,0.0008950600320359802,20641.038123096405,False,False,False,False,
"[""22698""] -> [""22697""]","[""22698""]","[""22697""]",22698 — PINK REGENCY TEACUP AND SAUCER,22697 — GREEN REGENCY TEACUP AND SAUCER,1,1,0.026141309849175016,0.03423929547525053,0.021864561190403888,0.8363988383349469,0.6385809312638582,24.428038799441065,0.020969501158367907,5.903140874402763,0.7374898847994025,0.7308271677297852,0.6385809312638582,0.8363988383349469,0.21024967148488832,0.8021595428596964,0.0008950600320359802,20641.038123096405,False,False,False,False,
"[""22745""] -> [""22746""]","[""22745""]","[""22746""]",22745 — POPPY'S PLAYHOUSE BEDROOM,22746 — POPPY'S PLAYHOUSE LIVINGROOM,1,1,0.017790262172284643,0.014272699665958092,0.011666160542565036,0.6557610241820768,0.8173758865248227,45.9451287793953,0.011412245473601363,2.86349707493732,0.7365684553534497,0.7321224272546571,0.6557610241820768,0.8173758865248227,0.17245657568238212,0.6414883245161187,0.0002539150689636739,20934.649314303533,False,False,False,False,
